  0.805489, -1.263054,  0.286740, -1.541258, -1.276451,  0.168708, -1.052070,  0.394834,  0.040165
  1.457724, -0.294351, -0.103321,  1.168767, -1.478624,  1.094247,  0.174029,  0.215424,  0.042327
 -0.767147,  1.235361,  0.411251, -0.023664,  0.548744,  1.192163,  0.716802, -0.826531,  0.058100
  1.359722,  0.676050,  0.398239, -0.679608,  0.740747,  1.268887,  1.122785, -1.480682,  0.063221
 -0.968440, -1.560343,  0.910378,  0.868575, -0.269409,  0.166473,  1.415473, -0.581643,  0.064609
 -1.014373,  1.246903,  0.156918,  0.663366, -1.473800,  1.558353, -0.970748, -0.474718,  0.066006
  0.818362, -1.232990,  0.127740,  0.899315, -1.098503,  0.930121,  0.692428,  0.373874,  0.068150
 -0.184996,  1.421889,  0.991934,  0.408893, -1.137769, -0.763353,  0.985799, -1.318430,  0.070418
  0.475429, -0.936326,  0.330022,  0.839748,  1.008132,  0.193437,  1.360685, -0.528094,  0.072657
 -0.984379, -0.658392,  0.877114,  0.065697, -0.290467,  1.424842,  1.382714,  0.920595,  0.075932
 -0.743332, -1.317789,  1.101464,  1.468594,  0.354904,  1.056861, -0.040282,  0.556329,  0.089533
 -0.464763, -0.791793,  0.315586,  1.310080,  1.445959,  0.474337,  0.802689, -1.174652,  0.094394
 -1.079480, -1.117611,  0.438325,  1.113652,  0.491173,  1.218402,  0.707454, -0.110205,  0.100467
  0.348423,  0.263808,  0.242631,  0.780754,  1.095032,  0.906995,  0.656512, -0.840903,  0.100810
  1.473243, -1.035459,  0.492561, -1.564878, -0.245426, -0.179641, -1.351822,  0.321580,  0.101443
 -1.544872,  1.515060,  0.972468,  0.122171,  0.774269,  0.717498,  0.249435, -1.470037,  0.102323
  1.552342, -1.038868, -0.088875,  1.496866,  1.306436,  0.705049,  1.527098,  0.122300,  0.102643
 -0.046988,  0.042080,  0.226982,  0.643639,  0.573007,  1.279448,  0.314836, -0.521752,  0.106940
 -0.888566, -0.729808,  1.216161, -1.199723, -0.715750, -1.155420, -1.381023,  1.467005,  0.107606
 -1.278547,  0.212203,  0.196226,  0.839314, -1.564795, -0.410627,  1.274694, -0.636598,  0.111504
 -0.194820,  1.190404,  0.653813, -1.199620,  0.568881, -1.187333, -0.678833,  1.323212,  0.112514
  1.015714, -0.791744,  0.642928,  0.628421, -1.218762,  1.061969, -1.067279, -1.506472,  0.114235
 -0.303313, -0.260575,  0.602893,  1.516612,  0.033794, -0.569485,  0.795739, -0.786121,  0.116259
 -0.054066,  0.470001, -0.346970,  0.511784, -1.545441, -0.734172,  1.492695,  0.493484,  0.118856
 -0.635091,  0.201351,  0.461771,  0.658978, -1.225554,  0.604136,  0.953681,  0.988769,  0.119444
 -1.102842,  0.882267,  0.804597,  0.670743, -0.601410,  1.526421,  0.888282,  1.014547,  0.119528
 -0.544775,  0.672784,  0.299989, -1.435528,  0.502613, -0.765986, -1.384292,  0.393609,  0.120139
 -1.071619,  1.269694,  0.223691,  1.012582, -0.278093,  1.334551, -1.122428, -1.369419,  0.121848
  0.562972, -0.212766,  0.511943,  0.485524,  0.796121, -0.156136,  1.464490, -1.288628,  0.122615
