  1.138000,  3.000000,289.964000,1349.489000,6677.380000,  7.584000,  7.584000,464.006000,288.000000,550.563000,  1.096000,  0.998000,  5.947000,  1.019000,  7.137000,  0.082000,  0.950000
  6.175000, 18.000000,29797.514000,2307.247000,8844.927000,246.284000,246.284000,782.673000,288.000000,672.840000,  2.496000,  0.998000, 13.137000,  1.030000, 34.602000,  0.685000,  0.950000
  7.148000, 21.000000,38976.119000,2678.075000,9140.483000,332.145000,332.145000,838.254000,288.000000,697.211000,  2.954000,  0.998000, 15.406000,  1.035000, 44.587000,  0.883000,  0.950000
  8.206000, 24.000000,50997.004000,3087.620000,9324.330000,438.074000,438.074000,935.682000,288.000000,739.200000,  3.562000,  0.998000, 18.292000,  1.041000, 60.901000,  1.206000,  0.950000
  9.300000, 27.000000,72775.879000,3560.436000,9790.704000,645.046000,645.046000,1101.598000,288.000000,786.887000,  4.478000,  0.998000, 22.377000,  1.049000, 90.872000,  1.799000,  0.950000
  1.138000,  3.000000,1746.991000,1310.436000,6697.848000,  5.445000,  5.445000,521.736000,288.000000,556.350000,  1.147000,  0.998000,  6.173000,  1.019000, 29.309000,  0.168000,  0.950000
  2.088000,  6.000000,5259.425000,1346.166000,6853.352000, 22.708000, 22.708000,583.693000,288.000000,572.257000,  1.272000,  0.998000,  6.849000,  1.019000, 23.154000,  0.239000,  0.950000
  3.144000,  9.000000,8381.008000,1386.767000,7155.892000, 60.375000, 60.375000,592.076000,288.000000,585.046000,  1.387000,  0.998000,  7.450000,  1.020000, 12.510000,  0.248000,  0.950000
  4.161000, 12.000000,14725.856000,1547.476000,7827.052000,113.815000,113.815000,646.403000,288.000000,611.106000,  1.654000,  0.998000,  8.854000,  1.022000, 17.388000,  0.344000,  0.950000
  5.140000, 15.000000,21639.277000,1924.343000,8510.342000,175.305000,175.305000,714.831000,288.000000,642.546000,  2.074000,  0.998000, 11.003000,  1.026000, 25.421000,  0.503000,  0.950000
  6.175000, 18.000000,29797.827000,2307.243000,8845.964000,246.326000,246.326000,781.591000,288.000000,672.623000,  2.495000,  0.998000, 13.123000,  1.030000, 34.532000,  0.684000,  0.950000
  7.148000, 21.000000,38975.735000,2678.076000,9140.988000,332.111000,332.111000,837.239000,288.000000,697.044000,  2.953000,  0.998000, 15.389000,  1.035000, 44.508000,  0.881000,  0.950000
  8.206000, 24.000000,50996.889000,3087.618000,9324.684000,437.976000,437.976000,934.680000,288.000000,739.044000,  3.561000,  0.998000, 18.271000,  1.041000, 60.807000,  1.204000,  0.950000
  9.300000, 27.000000,72775.917000,3560.440000,9791.421000,644.946000,644.946000,1100.727000,288.000000,786.755000,  4.477000,  0.998000, 22.350000,  1.049000, 90.768000,  1.797000,  0.950000
  1.138000,  3.000000,530.989000,1324.357000,6707.512000,  6.181000,  6.181000,473.949000,288.000000,549.713000,  1.103000,  0.998000,  5.916000,  1.019000, 19.388000,  0.108000,  0.950000
  2.088000,  6.000000,5302.580000,1346.313000,6856.030000, 22.737000, 22.737000,583.962000,288.000000,572.237000,  1.273000,  0.998000,  6.848000,  1.019000, 22.888000,  0.239000,  0.950000
  3.144000,  9.000000,8381.135000,1386.768000,7158.493000, 60.377000, 60.377000,591.272000,288.000000,584.898000,  1.387000,  0.998000,  7.443000,  1.020000, 12.477000,  0.247000,  0.950000
  4.161000, 12.000000,14725.965000,1547.477000,7829.095000,113.810000,113.810000,645.537000,288.000000,610.947000,  1.654000,  0.998000,  8.845000,  1.022000, 17.346000,  0.343000,  0.950000
  5.140000, 15.000000,21639.548000,1924.345000,8511.262000,175.328000,175.328000,713.874000,288.000000,642.368000,  2.073000,  0.998000, 10.992000,  1.026000, 25.366000,  0.502000,  0.950000
  6.175000, 18.000000,29797.930000,2307.233000,8846.989000,246.295000,246.295000,780.513000,288.000000,672.406000,  2.495000,  0.998000, 13.110000,  1.030000, 34.461000,  0.682000,  0.950000
  7.148000, 21.000000,38975.494000,2678.075000,9141.495000,332.060000,332.060000,836.228000,288.000000,696.877000,  2.952000,  0.998000, 15.372000,  1.035000, 44.428000,  0.880000,  0.950000
  8.206000, 24.000000,50996.781000,3087.615000,9325.036000,437.981000,437.981000,933.680000,288.000000,738.889000,  3.560000,  0.998000, 18.250000,  1.041000, 60.713000,  1.202000,  0.950000
  9.300000, 27.000000,72776.920000,3560.436000,9792.146000,644.936000,644.936000,1099.863000,288.000000,786.625000,  4.476000,  0.998000, 22.323000,  1.049000, 90.666000,  1.795000,  0.950000
  1.138000,  3.000000,305.706000,1332.396000,6714.840000,  6.616000,  6.616000,460.882000,288.000000,547.941000,  1.094000,  0.998000,  5.850000,  1.019000, 14.834000,  0.089000,  0.950000
  2.088000,  6.000000,5179.159000,1345.805000,6858.196000, 22.643000, 22.643000,579.983000,288.000000,571.677000,  1.269000,  0.998000,  6.824000,  1.019000, 23.230000,  0.235000,  0.950000
  3.144000,  9.000000,8381.186000,1386.769000,7161.089000, 60.378000, 60.378000,590.470000,288.000000,584.749000,  1.387000,  0.998000,  7.436000,  1.020000, 12.444000,  0.246000,  0.950000
  5.140000, 15.000000,21639.262000,1924.341000,8509.428000,175.306000,175.306000,715.792000,288.000000,642.726000,  2.074000,  0.998000, 11.014000,  1.026000, 25.476000,  0.504000,  0.950000
  4.161000, 12.000000,14725.901000,1547.475000,7825.024000,113.811000,113.811000,647.273000,288.000000,611.265000,  1.654000,  0.998000,  8.863000,  1.022000, 17.430000,  0.345000,  0.950000
  3.144000,  9.000000,8380.894000,1386.767000,7153.292000, 60.370000, 60.370000,592.882000,288.000000,585.194000,  1.387000,  0.998000,  7.457000,  1.020000, 12.544000,  0.248000,  0.950000
  2.088000,  6.000000,5612.283000,1347.886000,6851.841000, 23.027000, 23.027000,593.577000,288.000000,573.786000,  1.283000,  0.998000,  6.918000,  1.019000, 22.796000,  0.250000,  0.950000
  3.144000,  9.000000,8380.543000,1386.765000,7145.498000, 60.364000, 60.364000,595.308000,288.000000,585.641000,  1.387000,  0.998000,  7.479000,  1.020000, 12.645000,  0.250000,  0.950000
  4.161000, 12.000000,14725.555000,1547.473000,7818.911000,113.809000,113.809000,649.892000,288.000000,611.744000,  1.655000,  0.998000,  8.889000,  1.022000, 17.556000,  0.348000,  0.950000
  5.140000, 15.000000,21638.709000,1924.336000,8506.676000,175.299000,175.299000,718.687000,288.000000,643.265000,  2.075000,  0.998000, 11.048000,  1.026000, 25.642000,  0.508000,  0.950000
  6.175000, 18.000000,29796.753000,2307.270000,8841.830000,246.297000,246.297000,785.938000,288.000000,673.495000,  2.497000,  0.998000, 13.177000,  1.030000, 34.816000,  0.689000,  0.950000
  7.148000, 21.000000,38977.062000,2678.077000,9138.963000,332.158000,332.158000,841.313000,288.000000,697.714000,  2.955000,  0.998000, 15.456000,  1.035000, 44.828000,  0.888000,  0.950000
  8.206000, 24.000000,50997.385000,3087.624000,9323.267000,438.127000,438.127000,938.707000,288.000000,739.670000,  3.565000,  0.998000, 18.355000,  1.041000, 61.186000,  1.211000,  0.950000
  9.300000, 27.000000,72773.589000,3560.429000,9788.500000,645.021000,645.021000,1104.213000,288.000000,787.286000,  4.482000,  0.998000, 22.457000,  1.049000, 91.183000,  1.805000,  0.950000
  1.138000,  3.000000,4893.243000,1312.751000,6695.191000,  5.598000,  5.598000,615.360000,288.000000,570.584000,  1.249000,  0.998000,  6.769000,  1.019000, 33.173000,  0.278000,  0.950000
  2.088000,  6.000000,5864.141000,1349.840000,6847.962000, 23.383000, 23.383000,601.383000,288.000000,575.053000,  1.291000,  0.998000,  6.975000,  1.019000, 22.212000,  0.258000,  0.950000
  3.144000,  9.000000,8380.698000,1386.766000,7148.098000, 60.366000, 60.366000,594.498000,288.000000,585.492000,  1.387000,  0.998000,  7.472000,  1.020000, 12.611000,  0.250000,  0.950000
  4.161000, 12.000000,14725.621000,1547.474000,7820.943000,113.813000,113.813000,649.017000,288.000000,611.584000,  1.655000,  0.998000,  8.881000,  1.022000, 17.514000,  0.347000,  0.950000
  5.140000, 15.000000,21638.765000,1924.338000,8507.590000,175.350000,175.350000,717.719000,288.000000,643.085000,  2.074000,  0.998000, 11.037000,  1.026000, 25.587000,  0.506000,  0.950000
  5.140000, 15.000000,21639.721000,1924.347000,8512.180000,175.310000,175.310000,712.918000,288.000000,642.190000,  2.073000,  0.998000, 10.981000,  1.026000, 25.311000,  0.501000,  0.950000
