 24.270000, 63.870000,1018.880000, 53.960000,420.260000
 23.000000, 66.050000,1020.610000, 80.290000,421.570000
 32.560000, 68.140000,1004.020000, 35.040000,425.110000
 31.740000, 72.580000,1007.260000, 59.580000,425.120000
 31.930000, 72.580000,1006.900000, 56.270000,425.140000
 29.670000, 71.980000,1005.160000, 67.750000,425.140000
 30.710000, 71.850000,1008.070000, 72.050000,425.160000
 32.660000, 73.680000,1014.640000, 40.880000,425.170000
 32.840000, 68.140000,1003.590000, 43.880000,425.180000
 31.920000, 69.130000,1000.770000, 58.910000,425.190000
 29.200000, 70.790000,1004.800000, 63.740000,425.200000
 30.200000, 71.850000,1008.250000, 59.100000,425.210000
 32.190000, 69.130000,1000.450000, 48.220000,425.210000
 31.120000, 67.690000,1005.300000, 50.460000,425.210000
 30.080000, 68.140000,1003.990000, 77.380000,425.270000
 31.910000, 67.830000,1008.760000, 53.220000,425.280000
 28.370000, 69.130000,1010.440000, 71.930000,425.290000
 30.900000, 69.400000,1003.530000, 66.690000,425.300000
 31.730000, 74.670000,1016.380000, 44.510000,425.340000
 33.740000, 69.980000,1012.510000, 43.300000,425.350000
 30.970000, 67.690000,1005.610000, 50.880000,425.350000
 30.880000, 67.830000,1008.970000, 54.990000,425.360000
 34.620000, 69.050000,1000.680000, 38.350000,425.410000
 31.270000, 69.130000,1009.450000, 57.010000,425.480000
 29.000000, 69.130000,1001.220000, 52.960000,425.500000
 34.180000, 67.900000,1005.870000, 30.340000,425.500000
 29.270000, 69.890000,1015.210000, 67.160000,425.550000
 34.240000, 74.670000,1016.240000, 25.560000,425.580000
 32.560000, 68.940000,1007.120000, 58.180000,425.610000
 28.790000, 70.790000,1003.830000, 65.900000,425.640000
 30.960000, 71.770000,1006.260000, 52.760000,425.660000
 31.460000, 70.790000,1003.540000, 59.510000,425.680000
 31.010000, 69.130000,1000.930000, 62.960000,425.690000
 30.260000, 72.580000,1007.000000, 65.510000,425.710000
 32.630000, 69.890000,1013.850000, 41.660000,425.720000
 31.490000, 69.130000,1009.330000, 53.900000,425.740000
 32.670000, 67.830000,1007.810000, 42.160000,425.750000
 30.010000, 69.130000,1010.110000, 62.420000,425.750000
 31.160000, 64.960000,1001.710000, 44.850000,425.820000
 34.660000, 74.330000,1012.000000, 32.190000,425.890000
 32.950000, 67.900000,1005.880000, 45.150000,425.890000
 32.400000, 68.140000,1004.440000, 34.530000,425.910000
 31.400000, 66.540000,1003.550000, 57.730000,425.910000
 31.420000, 69.130000,1009.340000, 57.160000,425.980000
 27.630000, 71.980000,1005.450000, 82.880000,426.000000
 32.060000, 71.850000,1007.900000, 56.440000,426.070000
 30.850000, 68.940000,1007.310000, 68.990000,426.100000
 30.030000, 67.900000,1006.220000, 52.610000,426.130000
 30.520000, 71.770000,1006.220000, 56.400000,426.140000
 25.880000, 69.130000,1002.440000, 85.670000,426.140000
 31.430000, 69.890000,1014.800000, 56.220000,426.150000
