  7.100000,  0.875000,  0.050000,  5.700000,  0.082000,  3.000000, 14.000000,  0.998080,  3.400000,  0.520000, 10.200000,  3.000000
 10.400000,  0.440000,  0.420000,  1.500000,  0.145000, 34.000000, 48.000000,  0.998320,  3.380000,  0.860000,  9.900000,  3.000000
  8.300000,  1.020000,  0.020000,  3.400000,  0.084000,  6.000000, 11.000000,  0.998920,  3.480000,  0.490000, 11.000000,  3.000000
  6.800000,  0.815000,  0.000000,  1.200000,  0.267000, 16.000000, 29.000000,  0.994710,  3.320000,  0.510000,  9.800000,  3.000000
 11.600000,  0.580000,  0.660000,  2.200000,  0.074000, 10.000000, 47.000000,  1.000800,  3.250000,  0.570000,  9.000000,  3.000000
 10.400000,  0.610000,  0.490000,  2.100000,  0.200000,  5.000000, 16.000000,  0.999400,  3.160000,  0.630000,  8.400000,  3.000000
  7.300000,  0.980000,  0.050000,  2.100000,  0.061000, 20.000000, 49.000000,  0.997050,  3.310000,  0.550000,  9.700000,  3.000000
  7.400000,  1.185000,  0.000000,  4.250000,  0.097000,  5.000000, 14.000000,  0.996600,  3.630000,  0.540000, 10.700000,  3.000000
  6.700000,  0.760000,  0.020000,  1.800000,  0.078000,  6.000000, 12.000000,  0.996000,  3.550000,  0.630000,  9.950000,  3.000000
  7.600000,  1.580000,  0.000000,  2.100000,  0.137000,  5.000000,  9.000000,  0.994760,  3.500000,  0.400000, 10.900000,  3.000000
  7.500000,  1.115000,  0.100000,  3.100000,  0.086000,  5.000000, 12.000000,  0.995800,  3.540000,  0.600000, 11.200000,  4.000000
  8.300000,  0.845000,  0.010000,  2.200000,  0.070000,  5.000000, 14.000000,  0.996700,  3.320000,  0.580000, 11.000000,  4.000000
  9.200000,  0.520000,  1.000000,  3.400000,  0.610000, 32.000000, 69.000000,  0.999600,  2.740000,  2.000000,  9.400000,  4.000000
  7.500000,  0.755000,  0.000000,  1.900000,  0.084000,  6.000000, 12.000000,  0.996720,  3.340000,  0.490000,  9.700000,  4.000000
  8.400000,  0.670000,  0.190000,  2.200000,  0.093000, 11.000000, 75.000000,  0.997360,  3.200000,  0.590000,  9.200000,  4.000000
  7.000000,  0.975000,  0.040000,  2.000000,  0.087000, 12.000000, 67.000000,  0.995650,  3.350000,  0.600000,  9.400000,  4.000000
  4.600000,  0.520000,  0.150000,  2.100000,  0.054000,  8.000000, 65.000000,  0.993400,  3.900000,  0.560000, 13.100000,  4.000000
  8.100000,  0.870000,  0.000000,  3.300000,  0.096000, 26.000000, 61.000000,  1.000250,  3.600000,  0.720000,  9.800000,  4.000000
 12.000000,  0.630000,  0.500000,  1.400000,  0.071000,  6.000000, 26.000000,  0.997910,  3.070000,  0.600000, 10.400000,  4.000000
  6.300000,  1.020000,  0.000000,  2.000000,  0.083000, 17.000000, 24.000000,  0.994370,  3.590000,  0.550000, 11.200000,  4.000000
 11.600000,  0.470000,  0.440000,  1.600000,  0.147000, 36.000000, 51.000000,  0.998360,  3.380000,  0.860000,  9.900000,  4.000000
