 67.920800,  0.000000, 18.100000,  0.000000,  0.693000,  5.683000,100.000000,  1.425400, 24.000000,666.000000, 20.200000,384.970000, 22.980000,  5.000000
 38.351800,  0.000000, 18.100000,  0.000000,  0.693000,  5.453000,100.000000,  1.489600, 24.000000,666.000000, 20.200000,396.900000, 30.590000,  5.000000
 25.046100,  0.000000, 18.100000,  0.000000,  0.693000,  5.987000,100.000000,  1.588800, 24.000000,666.000000, 20.200000,396.900000, 26.770000,  5.600000
  9.916550,  0.000000, 18.100000,  0.000000,  0.693000,  5.852000, 77.800000,  1.500400, 24.000000,666.000000, 20.200000,338.160000, 29.970000,  6.300000
  0.183370,  0.000000, 27.740000,  0.000000,  0.609000,  5.414000, 98.300000,  1.755400,  4.000000,711.000000, 20.100000,344.050000, 23.970000,  7.000000
 45.746100,  0.000000, 18.100000,  0.000000,  0.693000,  4.519000,100.000000,  1.658200, 24.000000,666.000000, 20.200000, 88.270000, 36.980000,  7.000000
 16.811800,  0.000000, 18.100000,  0.000000,  0.700000,  5.277000, 98.100000,  1.426100, 24.000000,666.000000, 20.200000,396.900000, 30.810000,  7.200000
 18.084600,  0.000000, 18.100000,  0.000000,  0.679000,  6.434000,100.000000,  1.834700, 24.000000,666.000000, 20.200000, 27.250000, 29.050000,  7.200000
 14.236200,  0.000000, 18.100000,  0.000000,  0.693000,  6.343000,100.000000,  1.574100, 24.000000,666.000000, 20.200000,396.900000, 20.320000,  7.200000
 22.597100,  0.000000, 18.100000,  0.000000,  0.700000,  5.000000, 89.500000,  1.518400, 24.000000,666.000000, 20.200000,396.900000, 31.990000,  7.400000
 10.834200,  0.000000, 18.100000,  0.000000,  0.679000,  6.782000, 90.800000,  1.819500, 24.000000,666.000000, 20.200000, 21.570000, 25.790000,  7.500000
  0.207460,  0.000000, 27.740000,  0.000000,  0.609000,  5.093000, 98.000000,  1.822600,  4.000000,711.000000, 20.100000,318.430000, 29.680000,  8.100000
 24.801700,  0.000000, 18.100000,  0.000000,  0.693000,  5.349000, 96.000000,  1.702800, 24.000000,666.000000, 20.200000,396.900000, 19.770000,  8.300000
 15.860300,  0.000000, 18.100000,  0.000000,  0.679000,  5.896000, 95.400000,  1.909600, 24.000000,666.000000, 20.200000,  7.680000, 24.390000,  8.300000
 11.812300,  0.000000, 18.100000,  0.000000,  0.718000,  6.824000, 76.500000,  1.794000, 24.000000,666.000000, 20.200000, 48.450000, 22.740000,  8.400000
 13.678100,  0.000000, 18.100000,  0.000000,  0.740000,  5.935000, 87.900000,  1.820600, 24.000000,666.000000, 20.200000, 68.950000, 34.020000,  8.400000
  7.672020,  0.000000, 18.100000,  0.000000,  0.693000,  5.747000, 98.900000,  1.633400, 24.000000,666.000000, 20.200000,393.100000, 19.920000,  8.500000
 41.529200,  0.000000, 18.100000,  0.000000,  0.693000,  5.531000, 85.400000,  1.607400, 24.000000,666.000000, 20.200000,329.460000, 27.380000,  8.500000
 15.177200,  0.000000, 18.100000,  0.000000,  0.740000,  6.152000,100.000000,  1.914200, 24.000000,666.000000, 20.200000,  9.320000, 26.450000,  8.700000
 73.534100,  0.000000, 18.100000,  0.000000,  0.679000,  5.957000,100.000000,  1.802600, 24.000000,666.000000, 20.200000, 16.450000, 20.620000,  8.800000
 20.084900,  0.000000, 18.100000,  0.000000,  0.700000,  4.368000, 91.200000,  1.439500, 24.000000,666.000000, 20.200000,285.830000, 30.630000,  8.800000
  9.338890,  0.000000, 18.100000,  0.000000,  0.679000,  6.380000, 95.600000,  1.968200, 24.000000,666.000000, 20.200000, 60.720000, 24.080000,  9.500000
 14.420800,  0.000000, 18.100000,  0.000000,  0.740000,  6.461000, 93.300000,  2.002600, 24.000000,666.000000, 20.200000, 27.490000, 18.050000,  9.600000
 11.577900,  0.000000, 18.100000,  0.000000,  0.700000,  5.036000, 97.000000,  1.770000, 24.000000,666.000000, 20.200000,396.900000, 25.680000,  9.700000
 17.866700,  0.000000, 18.100000,  0.000000,  0.671000,  6.223000,100.000000,  1.386100, 24.000000,666.000000, 20.200000,393.740000, 21.780000, 10.200000
 14.333700,  0.000000, 18.100000,  0.000000,  0.700000,  4.880000,100.000000,  1.589500, 24.000000,666.000000, 20.200000,372.920000, 30.620000, 10.200000
 12.247200,  0.000000, 18.100000,  0.000000,  0.584000,  5.837000, 59.700000,  1.997600, 24.000000,666.000000, 20.200000, 24.650000, 15.690000, 10.200000
 88.976200,  0.000000, 18.100000,  0.000000,  0.671000,  6.968000, 91.900000,  1.416500, 24.000000,666.000000, 20.200000,396.900000, 17.210000, 10.400000
 25.940600,  0.000000, 18.100000,  0.000000,  0.679000,  5.304000, 89.100000,  1.647500, 24.000000,666.000000, 20.200000,127.360000, 26.640000, 10.400000
 22.051100,  0.000000, 18.100000,  0.000000,  0.740000,  5.818000, 92.400000,  1.866200, 24.000000,666.000000, 20.200000,391.450000, 22.110000, 10.500000
 24.393800,  0.000000, 18.100000,  0.000000,  0.700000,  4.652000,100.000000,  1.467200, 24.000000,666.000000, 20.200000,396.900000, 28.280000, 10.500000
 12.802300,  0.000000, 18.100000,  0.000000,  0.740000,  5.854000, 96.600000,  1.895600, 24.000000,666.000000, 20.200000,240.520000, 23.790000, 10.800000
 37.661900,  0.000000, 18.100000,  0.000000,  0.679000,  6.202000, 78.700000,  1.862900, 24.000000,666.000000, 20.200000, 18.820000, 14.520000, 10.900000
 15.874400,  0.000000, 18.100000,  0.000000,  0.671000,  6.545000, 99.100000,  1.519200, 24.000000,666.000000, 20.200000,396.900000, 21.080000, 10.900000
  7.367110,  0.000000, 18.100000,  0.000000,  0.679000,  6.193000, 78.100000,  1.935600, 24.000000,666.000000, 20.200000, 96.730000, 21.520000, 11.000000
  9.187020,  0.000000, 18.100000,  0.000000,  0.700000,  5.536000,100.000000,  1.580400, 24.000000,666.000000, 20.200000,396.900000, 23.600000, 11.300000
  8.151740,  0.000000, 18.100000,  0.000000,  0.700000,  5.390000, 98.900000,  1.728100, 24.000000,666.000000, 20.200000,396.900000, 20.850000, 11.500000
 13.913400,  0.000000, 18.100000,  0.000000,  0.713000,  6.208000, 95.000000,  2.222200, 24.000000,666.000000, 20.200000,100.630000, 15.170000, 11.700000
  8.792120,  0.000000, 18.100000,  0.000000,  0.584000,  5.565000, 70.600000,  2.063500, 24.000000,666.000000, 20.200000,  3.650000, 17.160000, 11.700000
 10.671800,  0.000000, 18.100000,  0.000000,  0.740000,  6.459000, 94.800000,  1.987900, 24.000000,666.000000, 20.200000, 43.060000, 23.980000, 11.800000
